date,MSTY,CONY,NVDY,TSLY,AMDY,YBIT,PLTY,GOOGY,APLY,JEPI,JEPQ,QYLD,XYLD,RYLD,SPYI,QQQI,O,STAG,AGNC,NLY,MAIN,ARCC,HTGC,OBDC
2026-06-01,36.7,41.1,63.0,57.3,61.3,33.8,60.9,28.5,54.9,47.9,58.3,55.8,52.3,50.3,63.5,67.5,44.2,32.1,64.8,64.9,45.1,43.3,42.5,37.3
